otu,Domain,Phylum,Class,Order,Family,Genus,Species
KP183983.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Lentitheciaceae,g__Darksidea,s__Darksidea_epsilon
JN188011.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Glomerellales,f__Plectosphaerellaceae,g__Verticillium,s__Verticillium_nubilum
MK539958.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Parastagonospora,s__Parastagonospora_phragmitis
HQ643579.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_intermedium
JQ757912.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Parastagonospora,s__Parastagonospora_golestanensis
KP744436.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__unidentified,g__Camarosporium,s__Camarosporium_aureum
KY630230.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Paraglomerales,f__Paraglomeraceae,g__Innospora,s__Innospora_majewskii
KJ869149.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Sporocadaceae,g__Morinia,s__Morinia_acaciae
GU291797.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Crucellisporium,s__Crucellisporium_umtamvunae
AB481244.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Lachnellula,s__Lachnellula_occidentalis
MT627743.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Tetraplosphaeriaceae,g__Tetraploa,s__Tetraploa_yunnanensis
MT651560.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Candolleomyces,s__Candolleomyces_eurysporus
MT310627.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Wojnowiciella,s__Wojnowiciella_clematidis
MH861736.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Tetracladium,s__Tetracladium_furcatum
AF439496.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Juncaceicola,s__Juncaceicola_padellana
MH864156.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Synnemasporellaceae,g__Synnemasporella,s__Synnemasporella_aculeans
OK564664.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Neohendersoniaceae,g__Crassiparies,s__Crassiparies_yunnanensis
KF732293.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_cumatile
OM808720.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Usnea,s__Usnea_orientalis
JF740240.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__Plenodomus_pimpinellae
GU727560.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Hyphodiscaceae,g__Hyphodiscus,s__Hyphodiscus_luxurians
MH863214.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Capnodiales,f__unidentified,g__Xenodevriesia,s__Xenodevriesia_strelitziicola
MW175364.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Dothideales,f__Saccotheciaceae,g__Pseudosydowia,s__Pseudosydowia_phantasmae
EU255068.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Gnomoniaceae,g__Apiognomonia,s__Apiognomonia_rigniacensis
EF088656.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinus,s__Phellinus_robiniae
EU035461.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Venturiales,f__Venturiaceae,g__Venturia,s__Venturia_lonicerae
EU035427.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Venturiales,f__Venturiaceae,g__Venturia,s__Venturia_catenospora
MW560258.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Sporocadaceae,g__Seimatosporium,s__Seimatosporium_lichenicola
KX228773.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Raveneliaceae,g__Ochropsora,s__Ochropsora_ariae
AB546953.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Hyphodiscaceae,g__Hyphodiscus,s__Hyphodiscus_theiodeus
KX988289.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Lachnum,s__Lachnum_rachidicola
KJ399955.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_ohenojae
MF669914.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Usnea,s__Usnea_oreophila
MH855605.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Sclerotiniaceae,g__Sclerotinia,s__Sclerotinia_spermophila
KF156018.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Venturiales,f__Sympoventuriaceae,g__Scolecobasidium,s__Scolecobasidium_sexuale
AF468874.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Amycosphaerella,s__Amycosphaerella_africana
MF770746.2,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Podosphaera,s__Podosphaera_prunicola
AY569032.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Hydnellum,s__Hydnellum_scrobiculatum
DQ825969.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Glomerellales,f__Plectosphaerellaceae,g__Musidium,s__Musidium_stromaticum
DQ485617.2,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Rhizophydiales,f__unidentified,g__Operculomyces,s__Operculomyces_laminatus
KU712078.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Raveneliaceae,g__Tranzschelia,s__Tranzschelia_discolor
KX190874.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_novopanici
JF908315.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Lactarius,s__Lactarius_illyricus
AJ421693.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Caliciales,f__Physciaceae,g__Rinodina,s__Rinodina_cacuminum
MT223795.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Ostropales,f__Stictidaceae,g__Eriospora,s__Eriospora_leucostoma
LC669634.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Caliciales,f__Physciaceae,g__Hyperphyscia,s__Hyperphyscia_crocata
KY929540.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,s__Ustilago_echinata
MF964321.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Rutstroemiaceae,g__Clarireedia,s__Clarireedia_bennettii
KF730809.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Microascales,f__Halosphaeriaceae,g__Clavatospora,s__Clavatospora_longibrachiata
MW298276.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Ploettnerulaceae,g__Neospermospora,s__Neospermospora_avenae
KJ728757.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tilletiales,f__Tilletiaceae,g__Tilletia,s__Tilletia_ehrhartae
EF141541.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Lactarius,s__Lactarius_purpureus
KF975410.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Pseudocercospora,s__Pseudocercospora_opuntiae
JQ314373.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Jorgewrightia,s__Jorgewrightia_guangdongensis
KP765238.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Laetiporaceae,g__Laetiporus,s__Laetiporus_squalidus
MT822719.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Exobasidiales,f__Brachybasidiaceae,g__Meira,s__Meira_nashicola
AY259059.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Golubeviales,f__Golubeviaceae,g__Golubevia,s__Golubevia_pallescens
OM423811.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Crossopsoraceae,g__Neophysopella,s__Neophysopella_vitis
MK785282.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Gymnosporangiaceae,g__Gymnosporangium,s__Gymnosporangium_yamadae
MK105615.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Lactarius,s__Lactarius_soehneri
KC455241.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Chaetothyriaceae,g__Camptophora,s__Camptophora_hylomeconis
OK333019.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Caliciales,f__Physciaceae,g__Rinodina,s__Rinodina_efflorescens
MH863802.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__unidentified,g__Dendrothele,s__Dendrothele_nivosa
HQ902155.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Rhytismatales,f__Rhytismataceae,g__Lirula,s__Lirula_exigua
MK564537.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Bolbitiaceae,g__Bolbitius,s__Bolbitius_viscosus
L76482.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Coleosporiaceae,g__Cronartium,s__Cronartium_strobilinum
AB026134.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Podosphaera,s__Podosphaera_fugax
MH861702.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Amphisphaeriaceae,g__Lepteutypa,s__Lepteutypa_podocarpi
MZ343574.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_venenatum
AY884185.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_pfeifferi
JQ677059.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Hydnaceae,g__Clavulina,s__Clavulina_cirrhata
DQ468020.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Sporormiaceae,g__Sporormiella,s__Sporormiella_intermedia
MK343520.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Corticium,s__Corticium_roseocarneum
KT736106.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_lilianae
KJ001418.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_phaeocyathus
JX141456.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Perenniporia,s__Perenniporia_luteola
LN850555.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_tibiicystidiatum
MT730833.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Chytridiales,f__Chytriomycetaceae,g__Rhizoclosmatium,s__Rhizoclosmatium_pessaminum
MG321371.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pseudoclitocybaceae,g__Harmajaea,s__Harmajaea_wellsiae
JN943107.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Parasola,s__Parasola_auricoma
JN649340.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Panaceae,g__Cymatoderma,s__Cymatoderma_elegans
FJ770392.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Clitopilus,s__Clitopilus_hirneolus
AF433147.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Rhytismatales,f__Cudoniaceae,g__Cudonia,s__Cudonia_sichuanensis
KY356086.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Apiosporaceae,g__Apiospora,s__Apiospora_garethjonesii
MT365960.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_alpina
MN595288.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Boletopsis,s__Boletopsis_grisea
KU518987.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Tulostoma,s__Tulostoma_obesum
U58638.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Lachnum,s__Lachnum_controversum
AB221439.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniastraceae,g__Pucciniastrum,s__Pucciniastrum_hydrangeae-petiolaris
MH863958.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Epibryaceae,g__Epibryon,s__Epibryon_interlamellare
KC710092.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_ochreoprunuloides
JX454858.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_olivaceohebes
LC438570.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Incrucipulum,s__Incrucipulum_pseudosulphurellum
KC898366.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_lepidissimum
MK047460.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Neolauriomycetaceae,g__Lareunionomyces,s__Lareunionomyces_loeiensis
KT380102.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Orbilia_anigozanthi
OK664731.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium,s__Myrmecridium_juncicola
MH858422.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Periconiaceae,g__Periconia,s__Periconia_prolifica
JX992850.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_subclitocyboides
DQ490638.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Kuehneromyces,s__Kuehneromyces_rostratus
EU379235.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,s__Rhizophlyctis_rosea
MZ159616.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tubariaceae,g__Flammulaster,s__Flammulaster_carpophilus
KY026740.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Gymnopus,s__Gymnopus_sequoiae
OM747812.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_niveipes
JF907981.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Cystolepiota,s__Cystolepiota_rosea
KF727404.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Squamanitaceae,g__Cystoderma,s__Cystoderma_clastotrichum
FR667211.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Cistella,s__Cistella_acuum
MW175362.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_procaviae
MT363109.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_taylorianus
MH460543.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Parastagonosporella,s__Parastagonosporella_fallopiae
KJ001440.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_flocculosum
MT535843.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Tetracladium,s__Tetracladium_breve
MN475155.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Peniophoraceae,g__Peniophora,s__Peniophora_exima
HM490007.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Erysiphe,s__Erysiphe_flexuosa
KP012966.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Sanguinoderma,s__Sanguinoderma_rude
AY818350.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Stropharia,s__Stropharia_ambigua
KP010371.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,s__Cyphellophora_phyllostachydis
KY485127.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Rhytismatales,f__Rhytismataceae,g__Lophodermium,s__Lophodermium_resinosum
KC893550.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Diaporthaceae,g__Phaeocytostroma,s__Phaeocytostroma_sacchari
EU918700.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_ramosissimum
KT320895.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_striiformis
LC533314.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_clypeatum
AB077658.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Golovinomyces,s__Golovinomyces_sordidus
KT215276.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Orbilia_polyspora
AF429741.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Gnomoniaceae,g__Discula,s__Discula_destructiva
MT026460.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Mollisiaceae,g__Obtectodiscus,s__Obtectodiscus_aquaticus
GU233352.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_rattinum
JX118699.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_geesterani
KJ869141.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Setophoma,s__Setophoma_vernoniae
MH861654.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Tulasnellaceae,g__Tulasnella,s__Tulasnella_irregularis
JQ777012.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Uromyces,s__Uromyces_transversalis
MK050310.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Bulleribasidiaceae,g__Derxomyces,s__Derxomyces_pseudoboekhoutii
KC710087.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_bloxamii
MW412415.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Gymnopilus,s__Gymnopilus_aurantiophyllus
AB125958.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_calystegiae-soldanellae
MN061324.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Clitopilus,s__Clitopilus_umbilicatus
OM970972.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Auriculariaceae,g__Auricularia,s__Auricularia_tibetica
EU784433.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Tulostoma,s__Tulostoma_brumale
MT935301.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_phaeosmus
JN943145.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Lipomycetaceae,g__Lipomyces,s__Lipomyces_oligophaga
AF345659.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pleurotaceae,g__Pleurotus,s__Pleurotus_albidus
MK575274.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__unidentified,g__Skvortzovia,s__Skvortzovia_furfurella
JF704194.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Tubakiaceae,g__Tubakia,s__Tubakia_iowensis
KT956972.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Lichtheimiaceae,g__Circinella,s__Circinella_nodulosa
DQ250744.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_isiacae
GQ981513.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Phallales,f__Phallaceae,g__Mutinus,s__Mutinus_caninus
MH399538.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Parastagonospora,s__Parastagonospora_caricis
MH862329.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Vararia,s__Vararia_callichroa
FJ431243.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_gracilichorda
AF106521.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Orbilia_elegans
JF499833.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Catenulostroma,s__Catenulostroma_hermanusense
HE994451.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Psilocybe,s__Psilocybe_ovoideocystidiata
KY952135.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Dextrinoporus,s__Dextrinoporus_aquaticus
LN850572.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_juncinum
DQ218309.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Camarophyllus,s__Camarophyllus_borealis
AY219370.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete_pseudomagnoliae
MZ637047.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phlebiopsis,s__Phlebiopsis_yushaniae
DQ989333.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tubariaceae,g__Tubaria,s__Tubaria_rufofulva
MZ227023.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Xylariaceae,g__Xylaria,s__Xylaria_hedyosmicola
AF530463.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Mollisiaceae,g__Phialocephala,s__Phialocephala_hiberna
MN912495.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__unidentified,g__Tricholomopsis,s__Tricholomopsis_rubroaurantiaca
MH409961.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Australoporus,s__Australoporus_tasmanicus
MK953352.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pterulaceae,g__Pterulicium,s__Pterulicium_lilaceobrunneum
MW871601.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Deconica,s__Deconica_micropora
KP894253.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__Ramularia_tricherae
MT223824.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Herpotrichiellaceae,g__Neosorocybe,s__Neosorocybe_pini
KR859279.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Dermateaceae,g__Pseudofabraea,s__Pseudofabraea_citricarpa
AY157844.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Podosphaera,s__Podosphaera_leucotricha
MW404783.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_festucae
AB045708.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Georgefischeriales,f__Tilletiariaceae,g__Phragmotaenium,s__Phragmotaenium_oryzicola
MH858600.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Doassansiales,f__Doassansiaceae,g__Heterodoassansia,s__Heterodoassansia_hygrophilae
KY462801.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__unidentified,g__Corticifraga,s__Corticifraga_peltigerae
MG865578.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_quercina
FN666565.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Acrodontium,s__Acrodontium_crateriforme
MK047453.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Cladosporiales,f__Cladosporiaceae,g__Rachicladosporium,s__Rachicladosporium_corymbiae
MH861803.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Vararia,s__Vararia_trinidadensis
